text,date,source,month,year,BRIscore,BRIsentiment,tokenized_text
dear indians please take bri positively and be a part of it and get the benefits of it eu and asean haven39t objected to it rather became a part of it 21st century is the century of peace and development and not wars war isn39t in the interest of china india and pakistan indian people burucracy military stalwarts and civil society should force the bjp government to revisit their flawed policies in the best interest of their country and region,2021-03-20T08:17:30Z,youtube,3,2021,0,Neutral,"['dear', 'indian', 'please', 'take', 'bri', 'positively', 'part', 'get', 'benefit', 'eu', 'asean', 'haven39t', 'objected', 'rather', 'became', 'part', '21st', 'century', 'century', 'peace', 'development', 'not', 'war', 'war', 'isn39t', 'interest', 'china', 'india', 'pakistan', 'indian', 'people', 'burucracy', 'military', 'stalwart', 'civil', 'society', 'force', 'bjp', 'government', 'revisit', 'flawed', 'policy', 'best', 'interest', 'country', 'region']"
5 of whole foreign debt is a trap how about the other 95 stupid,2021-03-20T08:13:04Z,youtube,3,2021,-0.8205,Negative,"['5', 'whole', 'foreign', 'debt', 'trap', '95', 'stupid']"
how can you call this a debt trap if you take a loan to buy a house or a car and you are unable to pay the banks take possession of your house or car you took the loan as a responsible adult and are fully responsible for the consequences of it same with these politicians they took the loan knowing they can pay and if they cannot they have to give up something the problem is not china the problem is that many of these corrupt countries take the loan to line their own pockets knowing they won39t be in power forever and passing the responsibility of payment to the next in line what do the next in line do they take more loans to pay this loan and line their pockets passing the buck down the line like a massive pyramid scheme ready to collapse any day is that the fault of china,2021-03-20T07:09:15Z,youtube,3,2021,0,Neutral,"['call', 'debt', 'trap', 'take', 'loan', 'buy', 'house', 'car', 'unable', 'pay', 'bank', 'take', 'possession', 'house', 'car', 'took', 'loan', 'responsible', 'adult', 'fully', 'responsible', 'consequence', 'with', 'politician', 'took', 'loan', 'knowing', 'pay', 'not', 'give', 'something', 'problem', 'not', 'china', 'problem', 'many', 'corrupt', 'country', 'take', 'loan', 'line', 'pocket', 'knowing', 'won39t', 'power', 'forever', 'passing', 'responsibility', 'payment', 'next', 'line', 'next', 'line', 'take', 'loan', 'pay', 'loan', 'line', 'pocket', 'passing', 'buck', 'line', 'like', 'massive', 'pyramid', 'scheme', 'ready', 'collapse', 'day', 'fault', 'china']"
and why not china has already declared bio   warfare on the world by releasing this covid on us all   does anyone else recognize the agenda,2021-03-20T07:04:12Z,youtube,3,2021,-0.296,Negative,"['not', 'china', 'already', 'declared', 'bio', 'warfare', 'world', 'releasing', 'covid', 'u', 'anyone', 'else', 'recognize', 'agenda']"
yes  all people around the world should fight ccp to protect our freedomxi doesn39t want to die he is very dictatorship,2021-03-20T06:38:59Z,youtube,3,2021,-0.2263,Negative,"['yes', 'people', 'around', 'world', 'fight', 'ccp', 'protect', 'freedomxi', 'doesn39t', 'want', 'die', 'dictatorship']"
china is dangerous,2021-03-20T05:42:25Z,youtube,3,2021,-0.4767,Negative,"['china', 'dangerous']"
it sounds jealous to me when a india media reporting bri and india is not included lol,2021-03-20T05:00:35Z,youtube,3,2021,0,Neutral,"['sound', 'jealous', 'india', 'medium', 'reporting', 'bri', 'india', 'not', 'included', 'lol']"
sounds to me like the indians are in sour grapes because the chinese are front and center on the world stage,2021-03-20T04:45:07Z,youtube,3,2021,0,Neutral,"['sound', 'like', 'indian', 'sour', 'grape', 'chinese', 'front', 'center', 'world', 'stage']"
wowbrcomprehensive,2021-03-20T03:34:18Z,youtube,3,2021,0,Neutral,['wowbrcomprehensive']
i remember russia built new roads to afghanistan right before they invaded,2021-03-20T02:46:45Z,youtube,3,2021,0,Neutral,"['remember', 'russia', 'built', 'new', 'road', 'afghanistan', 'right', 'invaded']"
that is not domination but joining hands and working together for a better future the west has been so used to dominate the world and they cannot stop thinking the other is doing the same and india is so scared and think the west can give them protection ha ha they are falling prey of western mercantilism,2021-03-20T02:10:24Z,youtube,3,2021,0,Neutral,"['not', 'domination', 'joining', 'hand', 'working', 'together', 'better', 'future', 'west', 'used', 'dominate', 'world', 'not', 'stop', 'thinking', 'india', 'scared', 'think', 'west', 'give', 'protection', 'ha', 'ha', 'falling', 'prey', 'western', 'mercantilism']"
after india rejects the plan gdp has raise over 80 in 2020 well done india to push back trade with china,2021-03-20T01:09:49Z,youtube,3,2021,0,Neutral,"['india', 'reject', 'plan', 'gdp', 'raise', '80', '2020', 'well', 'done', 'india', 'push', 'back', 'trade', 'with', 'china']"
the world is about to undergo some radical changes brand they re not for the betterment of people either,2021-03-20T00:16:31Z,youtube,3,2021,0,Neutral,"['world', 'undergo', 'radical', 'change', 'brand', 'not', 'betterment', 'people', 'either']"
ahahahaahah 2 interestbrthey are real monstersahahahaahahah,2021-03-19T23:46:28Z,youtube,3,2021,0,Neutral,"['ahahahaahah', '2', 'interestbrthey', 'real', 'monstersahahahaahahah']"
if china gave me a loan i would just grow a moustache and skip town,2021-03-19T22:52:33Z,youtube,3,2021,0,Neutral,"['china', 'gave', 'loan', 'would', 'grow', 'moustache', 'skip', 'town']"
why are india  flag crying  loudly crying face,2021-03-19T22:31:36Z,youtube,3,2021,0,Neutral,"['india', 'flag', 'cry', 'loudly', 'cry', 'face']"
china lied the world died  no entry,2021-03-19T22:25:56Z,youtube,3,2021,-0.7351,Negative,"['china', 'lied', 'world', 'died', 'no', 'entry']"
very decent english doesn39t smell curry at all face with tears of joy face with tears of joy face with tears of joy,2021-03-19T22:18:19Z,youtube,3,2021,0,Neutral,"['decent', 'english', 'doesn39t', 'smell', 'curry', 'face', 'with', 'tear', 'joy', 'face', 'with', 'tear', 'joy', 'face', 'with', 'tear', 'joy']"
its time that the world stops trading with china and more with anybody else but china,2021-03-19T22:01:42Z,youtube,3,2021,-0.0772,Negative,"['time', 'world', 'stop', 'trading', 'with', 'china', 'with', 'anybody', 'else', 'china']"
what china are planning now is what america had already succeeded in decades ago   world domination and control over poorer countries since they were founded over 200 years ago  fact you don t see people hating on them,2021-03-19T21:57:59Z,youtube,3,2021,0,Neutral,"['china', 'planning', 'america', 'already', 'succeeded', 'decade', 'ago', 'world', 'domination', 'control', 'poorer', 'country', 'since', 'founded', '200', 'year', 'ago', 'fact', 'see', 'people', 'hating']"
palki why doesn39t tata open in pakistan,2021-03-19T21:42:30Z,youtube,3,2021,0,Neutral,"['palki', 'doesn39t', 'tata', 'open', 'pakistan']"
are you saying that china government is planning to rule the world,2021-03-19T21:24:02Z,youtube,3,2021,0,Neutral,"['saying', 'china', 'government', 'planning', 'rule', 'world']"
ccp debt and dead traps  be very careful not to trust ccp,2021-03-19T20:47:09Z,youtube,3,2021,-0.836,Negative,"['ccp', 'debt', 'dead', 'trap', 'careful', 'not', 'trust', 'ccp']"
we are in trade war now,2021-03-19T18:32:54Z,youtube,3,2021,-0.5994,Negative,"['trade', 'war']"
all is jock hahahah talking without any logical reference,2021-03-19T17:48:40Z,youtube,3,2021,0,Neutral,"['jock', 'hahahah', 'talking', 'without', 'logical', 'reference']"
rose jai hind  flag jai bharath  rose,2021-03-19T17:31:23Z,youtube,3,2021,0,Neutral,"['rose', 'jai', 'hind', 'flag', 'jai', 'bharath', 'rose']"
she39s  cute,2021-03-19T17:11:57Z,youtube,3,2021,0,Neutral,"['she39s', 'cute']"
whats with the weird comments wion buys comments  rolling on the floor laughing,2021-03-19T17:05:25Z,youtube,3,2021,0,Neutral,"['whats', 'with', 'weird', 'comment', 'wion', 'buy', 'comment', 'rolling', 'floor', 'laughing']"
wonderful job thank you,2021-03-19T16:22:29Z,youtube,3,2021,0,Neutral,"['wonderful', 'job', 'thank']"
israel is where our prayers need to be they are god s people and god s country  nothing china can do will prevail against them and it,2021-03-19T16:21:28Z,youtube,3,2021,0,Neutral,"['israel', 'prayer', 'need', 'god', 'people', 'god', 'country', 'nothing', 'china', 'prevail', 'against']"
do not worry allah will sort out three nations  rather four ie india 39china russia and israel,2021-03-19T15:31:04Z,youtube,3,2021,0,Neutral,"['not', 'worry', 'allah', 'sort', 'three', 'nation', 'rather', 'four', 'ie', 'india', '39china', 'russia', 'israel']"
love this lady she still calls it the wuhan virus,2021-03-19T15:28:35Z,youtube,3,2021,0,Neutral,"['love', 'lady', 'still', 'call', 'wuhan', 'virus']"
east pakistan zindabad,2021-03-19T15:22:10Z,youtube,3,2021,0,Neutral,"['east', 'pakistan', 'zindabad']"
it s not failing  india curry,2021-03-19T15:01:46Z,youtube,3,2021,0,Neutral,"['not', 'failing', 'india', 'curry']"
phalki u need brain drainagebrbri is a flagship program that will make india dependent on gas in future for industriesindia is running out of potions,2021-03-19T14:17:33Z,youtube,3,2021,0,Neutral,"['phalki', 'u', 'need', 'brain', 'drainagebrbri', 'flagship', 'program', 'make', 'india', 'dependent', 'gas', 'future', 'industriesindia', 'running', 'potion']"
neo colonialism with chinese characteristics,2021-03-19T14:02:46Z,youtube,3,2021,0,Neutral,"['neo', 'colonialism', 'with', 'chinese', 'characteristic']"
never trust the chinese communist party  ever,2021-03-19T13:59:13Z,youtube,3,2021,-0.0005,Neutral,"['never', 'trust', 'chinese', 'communist', 'party', 'ever']"
this is an initiative for china global domination and world leaders are stupid if they support this,2021-03-19T13:48:22Z,youtube,3,2021,-0.2263,Negative,"['initiative', 'china', 'global', 'domination', 'world', 'leader', 'stupid', 'support']"
rape heaven,2021-03-19T13:41:06Z,youtube,3,2021,-0.34,Negative,"['rape', 'heaven']"
she is oratorbrbeutifulbrwell done,2021-03-19T13:16:54Z,youtube,3,2021,0,Neutral,"['oratorbrbeutifulbrwell', 'done']"
leased for 10yrs and leased for 40yrs sounds like an awfully short lease for such a scale development and project brbreven some shoplot with 100 200k rennovation is leased for at least 10 years is that a debt trap too,2021-03-19T13:07:42Z,youtube,3,2021,-0.3182,Negative,"['leased', '10yrs', 'leased', '40yrs', 'sound', 'like', 'awfully', 'short', 'lease', 'scale', 'development', 'project', 'brbreven', 'shoplot', 'with', '100', '200k', 'rennovation', 'leased', 'least', '10', 'year', 'debt', 'trap']"
i love watching this news channel  very informative,2021-03-19T12:37:48Z,youtube,3,2021,0,Neutral,"['love', 'watching', 'news', 'channel', 'informative']"
china will get there,2021-03-19T11:46:55Z,youtube,3,2021,0,Neutral,"['china', 'get']"
yet biden wants to sanction russia democrats always make china strong biden is a chinese puppet,2021-03-19T11:44:01Z,youtube,3,2021,0,Neutral,"['yet', 'biden', 'want', 'sanction', 'russia', 'democrat', 'always', 'make', 'china', 'strong', 'biden', 'chinese', 'puppet']"
joe biden sucks,2021-03-19T11:29:14Z,youtube,3,2021,-0.3612,Negative,"['joe', 'biden', 'suck']"
wuhan virus you are spreading hatred very sad for th channel,2021-03-19T11:25:09Z,youtube,3,2021,0,Neutral,"['wuhan', 'virus', 'spreading', 'hatred', 'sad', 'th', 'channel']"
sadly china has a way of getting what it wants by hook or crook,2021-03-19T09:39:29Z,youtube,3,2021,-0.4215,Negative,"['sadly', 'china', 'way', 'getting', 'want', 'hook', 'crook']"
there will most likely be a third world war china against the world,2021-03-19T07:53:40Z,youtube,3,2021,-0.5994,Negative,"['likely', 'third', 'world', 'war', 'china', 'against', 'world']"
these loans is just like student debt works,2021-03-19T06:24:52Z,youtube,3,2021,0,Neutral,"['loan', 'like', 'student', 'debt', 'work']"
as far as i know india borrowed huge money from aiib however china is the biggest share holder of this group smart indians bought weapons a lot against china these years,2021-03-19T05:50:25Z,youtube,3,2021,0,Neutral,"['far', 'know', 'india', 'borrowed', 'huge', 'money', 'aiib', 'however', 'china', 'biggest', 'share', 'holder', 'group', 'smart', 'indian', 'bought', 'weapon', 'lot', 'against', 'china', 'year']"
rather be chinese than american,2021-03-19T04:44:09Z,youtube,3,2021,0,Neutral,"['rather', 'chinese', 'american']"
always endia carrying  loudly crying face loudly crying face,2021-03-19T03:57:27Z,youtube,3,2021,0,Neutral,"['always', 'endia', 'carrying', 'loudly', 'cry', 'face', 'loudly', 'cry', 'face']"
china oh my god is allllll over the worldthey can take over the world at any timethey do have a military and nuks that will destroy a country nationbutthe moviequot aftermathquot the one that the peeps are confined n a cellar basement get the movie u need to c it allll the world needs to c itmayb chinamayb notbut they been building tunnels deep into the quot earthquot so do they nooo something we dont anyway if anything happens  quot godquot has the quot last wordquot about his planet universechina ur not the global power  god has roving eyesif u dont believe u will if u f delk up gods planetdel check urself bfor u quot wreck uosevequot godquot is real volcano index pointing up index pointing up,2021-03-19T03:43:27Z,youtube,3,2021,-0.6562,Negative,"['china', 'oh', 'god', 'allllll', 'worldthey', 'take', 'world', 'timethey', 'military', 'nuks', 'destroy', 'country', 'nationbutthe', 'moviequot', 'aftermathquot', 'one', 'peep', 'confined', 'n', 'cellar', 'basement', 'get', 'movie', 'u', 'need', 'c', 'allll', 'world', 'need', 'c', 'itmayb', 'chinamayb', 'notbut', 'building', 'tunnel', 'deep', 'quot', 'earthquot', 'nooo', 'something', 'dont', 'anyway', 'anything', 'happens', 'quot', 'godquot', 'quot', 'last', 'wordquot', 'planet', 'universechina', 'ur', 'not', 'global', 'power', 'god', 'roving', 'eyesif', 'u', 'dont', 'believe', 'u', 'u', 'f', 'delk', 'god', 'planetdel', 'check', 'urself', 'bfor', 'u', 'quot', 'wreck', 'uosevequot', 'godquot', 'real', 'volcano', 'index', 'pointing', 'index', 'pointing']"
sending love from the usa keep up the good work palki,2021-03-19T03:18:41Z,youtube,3,2021,0,Neutral,"['sending', 'love', 'usa', 'keep', 'good', 'work', 'palki']"
after world war ii england attacked indonesia and we successed to kick england out from indonesia to remember that history elizabeth chicken loser queen presented games namely all loser england under badminton wild federation,2021-03-19T02:34:24Z,youtube,3,2021,-0.9375,Negative,"['world', 'war', 'ii', 'england', 'attacked', 'indonesia', 'successed', 'kick', 'england', 'indonesia', 'remember', 'history', 'elizabeth', 'chicken', 'loser', 'queen', 'presented', 'game', 'namely', 'loser', 'england', 'badminton', 'wild', 'federation']"
silk road or belt and road has been working over 2k years since han dynasty back to bc200 and that was the road tang buddha xuan zhang went to nepel and sea in south of india where budda travelled back to china   india is really not smart by confrontation and being jealous about china  and confuse indian own people with lies and angers,2021-03-19T02:06:46Z,youtube,3,2021,0,Neutral,"['silk', 'road', 'belt', 'road', 'working', '2k', 'year', 'since', 'han', 'dynasty', 'back', 'bc200', 'road', 'tang', 'buddha', 'xuan', 'zhang', 'went', 'nepel', 'sea', 'south', 'india', 'budda', 'travelled', 'back', 'china', 'india', 'really', 'not', 'smart', 'confrontation', 'jealous', 'china', 'confuse', 'indian', 'people', 'with', 'lie', 'anger']"
ccp must gobrnwo must gobrwed must gobrwe must rise together,2021-03-19T02:03:31Z,youtube,3,2021,0,Neutral,"['ccp', 'must', 'gobrnwo', 'must', 'gobrwed', 'must', 'gobrwe', 'must', 'rise', 'together']"
it39s happening already in the pacific fiji samoa and many other developing island nations,2021-03-19T01:21:14Z,youtube,3,2021,0,Neutral,"['it39s', 'happening', 'already', 'pacific', 'fiji', 'samoa', 'many', 'developing', 'island', 'nation']"
china would run the world if we39d let them don39t let them,2021-03-19T01:17:48Z,youtube,3,2021,0,Neutral,"['china', 'would', 'run', 'world', 'we39d', 'let', 'don39t', 'let']"
the world must unite to explode this project as quickly as it can,2021-03-19T00:47:42Z,youtube,3,2021,0,Neutral,"['world', 'must', 'unite', 'explode', 'project', 'quickly']"
i love you news all way  you are honest god bless you and your family from lubbock texas viva taiwan  flag viva trrump i sopor taiwan  flag,2021-03-19T00:38:15Z,youtube,3,2021,0,Neutral,"['love', 'news', 'way', 'honest', 'god', 'bless', 'family', 'lubbock', 'texas', 'viva', 'taiwan', 'flag', 'viva', 'trrump', 'sopor', 'taiwan', 'flag']"
poor gravitas they spent thier time demonizing china just like western mainstream media demonizing russia and china china is far away ahead of your country and we like it or not is the most influencial country on earth in the near future i hope your country keeps up and  have a friendly and prosperous relationship with china,2021-03-18T23:14:45Z,youtube,3,2021,0,Neutral,"['poor', 'gravitas', 'spent', 'thier', 'time', 'demonizing', 'china', 'like', 'western', 'mainstream', 'medium', 'demonizing', 'russia', 'china', 'china', 'far', 'away', 'ahead', 'country', 'like', 'not', 'influencial', 'country', 'earth', 'near', 'future', 'hope', 'country', 'keep', 'friendly', 'prosperous', 'relationship', 'with', 'china']"
better don39t view it she might need only to attract more attention to earn more in youtube,2021-03-18T22:38:54Z,youtube,3,2021,0,Neutral,"['better', 'don39t', 'view', 'might', 'need', 'attract', 'attention', 'earn', 'youtube']"
extreme views low credibility,2021-03-18T22:37:08Z,youtube,3,2021,-0.2732,Negative,"['extreme', 'view', 'low', 'credibility']"
even your country without much toilets for its citizens have a domination plan,2021-03-18T22:20:06Z,youtube,3,2021,0,Neutral,"['even', 'country', 'without', 'much', 'toilet', 'citizen', 'domination', 'plan']"
i love your show i love to see educated women you are great,2021-03-18T22:16:29Z,youtube,3,2021,0,Neutral,"['love', 'show', 'love', 'see', 'educated', 'woman', 'great']"
you should put up american flags where the us military bases are along side all the chinese flags,2021-03-18T21:57:38Z,youtube,3,2021,0,Neutral,"['put', 'american', 'flag', 'u', 'military', 'base', 'along', 'side', 'chinese', 'flag']"
she looks sexy in that  outfit,2021-03-18T20:34:48Z,youtube,3,2021,0,Neutral,"['look', 'sexy', 'outfit']"
subbed,2021-03-18T18:39:42Z,youtube,3,2021,0,Neutral,['subbed']
china39s belt and road itbris chains high way for it39s troops it39s armed forces to invade to become the largest most brutal  empire everbrevery route is designed to cut off other nations for it39s invasions,2021-03-18T18:26:45Z,youtube,3,2021,-0.7574,Negative,"['china39s', 'belt', 'road', 'itbris', 'chain', 'high', 'way', 'it39s', 'troop', 'it39s', 'armed', 'force', 'invade', 'become', 'largest', 'brutal', 'empire', 'everbrevery', 'route', 'designed', 'cut', 'nation', 'it39s', 'invasion']"
too biased,2021-03-18T18:06:10Z,youtube,3,2021,-0.2732,Negative,['biased']
gravitas does some excellent hard hitting reporting  thank you for your hard work,2021-03-18T13:35:49Z,youtube,3,2021,0,Neutral,"['gravitas', 'excellent', 'hard', 'hitting', 'reporting', 'thank', 'hard', 'work']"
so pakistan turns a blind eye to the murder of china s muslim uygher population by the chinese government for the sake of easy money,2021-03-18T13:29:03Z,youtube,3,2021,-0.6969,Negative,"['pakistan', 'turn', 'blind', 'eye', 'murder', 'china', 'muslim', 'uygher', 'population', 'chinese', 'government', 'sake', 'easy', 'money']"
what is india doing,2021-03-18T13:24:21Z,youtube,3,2021,0,Neutral,['india']
america is stagnating and should stop blaming other nation,2021-03-18T13:12:06Z,youtube,3,2021,-0.6597,Negative,"['america', 'stagnating', 'stop', 'blaming', 'nation']"
speaking of loan check richard werner phd,2021-03-18T12:56:50Z,youtube,3,2021,0,Neutral,"['speaking', 'loan', 'check', 'richard', 'werner', 'phd']"
i subscribed her just because she is giving us information but how she is unhappy with country39s progress she is thanking corona what a satin she is every religion is praying for another but this lady is thankful to corona as it destructed economy of china pathetic,2021-03-18T12:32:10Z,youtube,3,2021,0,Neutral,"['subscribed', 'giving', 'u', 'information', 'unhappy', 'with', 'country39s', 'progress', 'thanking', 'corona', 'satin', 'every', 'religion', 'praying', 'another', 'lady', 'thankful', 'corona', 'destructed', 'economy', 'china', 'pathetic']"
red heartpalki loudly crying face,2021-03-18T12:19:15Z,youtube,3,2021,0,Neutral,"['red', 'heartpalki', 'loudly', 'cry', 'face']"
so china has learnt from history and starts a new big wave of colonialism to dominate the world,2021-03-18T11:57:47Z,youtube,3,2021,-0.128,Negative,"['china', 'learnt', 'history', 'start', 'new', 'big', 'wave', 'colonialism', 'dominate', 'world']"
always the samechina is only progressive communist country on earth and so many other nations are not nearly as successful even with capitalism and foreign aid this woman is from india a good example of how capitalism has failed the masses as billionaires suck up their wealth  br   the leader of china is president for life for a reason as the communist party values him as much as mao tse tungwhatever his faults he is accomplishing wonders in the worldbr     the communist criticism of capitalism is still true concentration of wealth creation of class society and exploitation of laborit is greed which drives capitalism not liberty or virtue or sharing wealthbr    be glad there is a china to loan money and sponsor projects and make sure they happen  communism relies upon a reasonable sacrifice made by all to benefit all  in usa only 2 of population controls 90 of wealth  this is much worse than china india likewise has huge numbers of poor despite its markets and democracy it has not done as well as china though created around same time so please show some respect for china,2021-03-18T11:50:14Z,youtube,3,2021,0,Neutral,"['always', 'samechina', 'progressive', 'communist', 'country', 'earth', 'many', 'nation', 'not', 'nearly', 'successful', 'even', 'with', 'capitalism', 'foreign', 'aid', 'woman', 'india', 'good', 'example', 'capitalism', 'failed', 'mass', 'billionaire', 'suck', 'wealth', 'br', 'leader', 'china', 'president', 'life', 'reason', 'communist', 'party', 'value', 'much', 'mao', 'tse', 'tungwhatever', 'fault', 'accomplishing', 'wonder', 'worldbr', 'communist', 'criticism', 'capitalism', 'still', 'true', 'concentration', 'wealth', 'creation', 'class', 'society', 'exploitation', 'laborit', 'greed', 'drive', 'capitalism', 'not', 'liberty', 'virtue', 'sharing', 'wealthbr', 'glad', 'china', 'loan', 'money', 'sponsor', 'project', 'make', 'sure', 'happen', 'communism', 'relies', 'upon', 'reasonable', 'sacrifice', 'made', 'benefit', 'usa', '2', 'population', 'control', '90', 'wealth', 'much', 'worse', 'china', 'india', 'likewise', 'huge', 'number', 'poor', 'despite', 'market', 'democracy', 'not', 'done', 'well', 'china', 'though', 'created', 'around', 'time', 'please', 'show', 'respect', 'china']"
the women is pure gold i love wion,2021-03-18T11:32:08Z,youtube,3,2021,0,Neutral,"['woman', 'pure', 'gold', 'love', 'wion']"
the wion must do well to realize india is no match for china,2021-03-18T11:02:59Z,youtube,3,2021,0,Neutral,"['wion', 'must', 'well', 'realize', 'india', 'no', 'match', 'china']"
xi the pooh39s grand plan is quite frightening when you look at it in it39s total entirety,2021-03-18T04:24:21Z,youtube,3,2021,0,Neutral,"['xi', 'pooh39s', 'grand', 'plan', 'quite', 'frightening', 'look', 'it39s', 'total', 'entirety']"
most of these countries are unreliable as is chinabrreputational damage to china thanks to wuhan virus brwhat started as one belt one road ended up as one belt with many road blocks brbrbrwhat a sarcasm,2021-03-18T02:56:16Z,youtube,3,2021,-0.4767,Negative,"['country', 'unreliable', 'chinabrreputational', 'damage', 'china', 'thanks', 'wuhan', 'virus', 'brwhat', 'started', 'one', 'belt', 'one', 'road', 'ended', 'one', 'belt', 'with', 'many', 'road', 'block', 'brbrbrwhat', 'sarcasm']"
no different from cnn on msnbc neatly packaged and well articulated what did she leave out it cannot be as cut and dried as she makes out never heard a of a loan with repayment expectations would love to hear her do a story on the imf perhaps she should read the quotconfessions of an economic hitmanquot firstbrbut then again it is indian show business just like cnn et al,2021-03-18T02:43:38Z,youtube,3,2021,0,Neutral,"['no', 'different', 'cnn', 'msnbc', 'neatly', 'packaged', 'well', 'articulated', 'leave', 'not', 'cut', 'dried', 'make', 'never', 'heard', 'loan', 'with', 'repayment', 'expectation', 'would', 'love', 'hear', 'story', 'imf', 'perhaps', 'read', 'quotconfessions', 'economic', 'hitmanquot', 'firstbrbut', 'indian', 'show', 'business', 'like', 'cnn', 'et', 'al']"
nonsense no one gets a loan for nothing they didn39t have to take the loans they could have stayed in the pitiful conditions they were in or get loans from the imf with preditory terms china should have kept its money,2021-03-18T02:23:37Z,youtube,3,2021,-0.7964,Negative,"['nonsense', 'no', 'one', 'get', 'loan', 'nothing', 'didn39t', 'take', 'loan', 'could', 'stayed', 'pitiful', 'condition', 'get', 'loan', 'imf', 'with', 'preditory', 'term', 'china', 'kept', 'money']"
i wish she would say her name slower,2021-03-18T02:17:43Z,youtube,3,2021,0,Neutral,"['wish', 'would', 'say', 'name', 'slower']"
8,2021-03-18T00:48:18Z,youtube,3,2021,0,Neutral,['8']
do you prefer how the us treated iraq afghanistan libya and now syria  china builds roads bridges hospitals schools airports seaports power plants etc while the us bomb a country flat,2021-03-18T00:17:48Z,youtube,3,2021,0,Neutral,"['prefer', 'u', 'treated', 'iraq', 'afghanistan', 'libya', 'syria', 'china', 'build', 'road', 'bridge', 'hospital', 'school', 'airport', 'seaport', 'power', 'plant', 'etc', 'u', 'bomb', 'country', 'flat']"
vjp indiapublicgovernment realtime ground redevelopment for waterriver   ocean bridges    mountainroads   bridgestrain  railmetros,2021-03-18T00:11:32Z,youtube,3,2021,0,Neutral,"['vjp', 'indiapublicgovernment', 'realtime', 'ground', 'redevelopment', 'waterriver', 'ocean', 'bridge', 'mountainroads', 'bridgestrain', 'railmetros']"
i have heard  belt amp road initiative is now facing too many roadblocks many yearsand still 100br country join the program and still 1000 programs build continuewhen someone you enemy hate most abuse most that means you did a perfect job,2021-03-17T23:23:04Z,youtube,3,2021,0,Neutral,"['heard', 'belt', 'amp', 'road', 'initiative', 'facing', 'many', 'roadblock', 'many', 'yearsand', 'still', '100br', 'country', 'join', 'program', 'still', '1000', 'program', 'build', 'continuewhen', 'someone', 'enemy', 'hate', 'abuse', 'mean', 'perfect', 'job']"
okwe get it india is the paradise and china the hell anything else what does india offer the world,2021-03-17T22:23:25Z,youtube,3,2021,0,Neutral,"['okwe', 'get', 'india', 'paradise', 'china', 'hell', 'anything', 'else', 'india', 'offer', 'world']"
why are you jealous when they work hard you better do your own homework your  government is looting the whole country by raising oil price,2021-03-17T19:51:36Z,youtube,3,2021,0,Neutral,"['jealous', 'work', 'hard', 'better', 'homework', 'government', 'looting', 'whole', 'country', 'raising', 'oil', 'price']"
i39m wondering why is she greetings in the middle of the video,2021-03-17T19:24:57Z,youtube,3,2021,0,Neutral,"['i39m', 'wondering', 'greeting', 'middle', 'video']"
talk about indian vaccine deals,2021-03-17T18:17:53Z,youtube,3,2021,0,Neutral,"['talk', 'indian', 'vaccine', 'deal']"
in one line   what british did in india  thumbs up,2021-03-17T18:16:30Z,youtube,3,2021,0,Neutral,"['one', 'line', 'british', 'india', 'thumb']"
no need  to worry its all unsustainable so going to fail let39s all go back to sleep,2021-03-17T17:59:00Z,youtube,3,2021,-0.8344,Negative,"['no', 'need', 'worry', 'unsustainable', 'going', 'fail', 'let39s', 'go', 'back', 'sleep']"
wow the chinese plan seems great brwhat a great projectbrthese small minded people are saying it39s a failure only because they cannot comprehend the time scale this plan is supposed to work over brindia will loose in the long run if they choose not to joinbrpakistan has got direct foreign  investment  from china and its a good deal,2021-03-17T17:55:42Z,youtube,3,2021,0,Neutral,"['wow', 'chinese', 'plan', 'seems', 'great', 'brwhat', 'great', 'projectbrthese', 'small', 'minded', 'people', 'saying', 'it39s', 'failure', 'not', 'comprehend', 'time', 'scale', 'plan', 'supposed', 'work', 'brindia', 'loose', 'long', 'run', 'choose', 'not', 'joinbrpakistan', 'got', 'direct', 'foreign', 'investment', 'china', 'good', 'deal']"
well china is smart when you think about it but they are too racist to make this work some african countries have kicked them out for racism,2021-03-17T17:39:39Z,youtube,3,2021,0,Neutral,"['well', 'china', 'smart', 'think', 'racist', 'make', 'work', 'african', 'country', 'kicked', 'racism']"
this is china39s century  the us empire is crumbling,2021-03-17T17:24:58Z,youtube,3,2021,0,Neutral,"['china39s', 'century', 'u', 'empire', 'crumbling']"
ha ha indian lady  is the plan failing  really or you are failing to analyze,2021-03-17T17:07:37Z,youtube,3,2021,0,Neutral,"['ha', 'ha', 'indian', 'lady', 'plan', 'failing', 'really', 'failing', 'analyze']"
world power and controlthe borrower will be a servant to the lenderbrservitude to the economc  master,2021-03-17T17:04:50Z,youtube,3,2021,0,Neutral,"['world', 'power', 'controlthe', 'borrower', 'servant', 'lenderbrservitude', 'economc', 'master']"
this is debt trap on a global scale,2021-03-17T15:30:08Z,youtube,3,2021,-0.5859,Negative,"['debt', 'trap', 'global', 'scale']"
